text,sentiment,id
україна молочний продукція бути фальсифікат асоціація виробник молоко,0,3546
піхота терорист намагатися прокрастися семигіря,0,30685
новий санкція росія україна не мати ефект економіст,0,10091
щур людина перестрибнути екзотичний штам гепатит,0,6090
рф запровадити дзеркальний санкція франція німеччина отруєння навальний лавров,0,12830
житель запоріжжя вилучити вражаючий арсенал зброя,0,35770
донбас вбити боєць оос поранити втрата окупант бойовик бмп,0,8898
лорак засвітитися обкладинка російський журнал закликати читати,0,26768
одещина дитина піти плавати саморобний пліт втопитися,0,9256
італія закрити найбільший європа табір мігрант,0,25317
смоленський катастрофа польща вимагати арешт російський авіадиспетчер,0,33759
президент клініка зеленський здавати тест наркотик заявити створення політсила,0,11514
луганщина обстріл терорист поранити український військовий,0,28304
ідеолог русского мира пропонувати держдумі розірвати договір кордон україна,0,10232
столиця пяний автомобіліст знести електроопора,0,38196
світ реагувати агресія росія керченський протоці,0,40934
день перемога російськи другокласник закидати каміння вязень концтабір,0,23095
російський хакер атакувати сайт сирійський опозиція,0,32775
росія натякнути ескалація конфлікт україна відправити корабель керченський протока,0,12604
релігійний лідер саудівський аравія закликати джихад росія,0,32492
франківщина виявити арсенал зброя власник бувати донбас,0,28774
сша сніговий буря зіткнутися автівка десятка постраждалих,0,38427
київщина впасти легкомоторний літак людина дснс,0,9101
донбас загинути український військовий,0,27969
єс оскаржить перейменування проспект григоренко жуков харко,0,416
дтп мільйон росія врізатися відбійник,0,23568
путінський гумконвой развязав рука терорист,0,11966
південний корея розпочати процедура імпічмент президент,0,37607
мітингувальник донецьк боятися захарченко милицях розстріляє,0,8657
мінський створити малоросійський колегія іллєнко,0,14165
англія приготували найдорожчий світ сосиска,0,35177
іран призупинити виконання зобовязання ядерний угода,0,25250
обвинувачений побиття ветеран ато хотіти заплатити менше завданий шкода,0,29714
померти актор фільм елемент,0,11143
політичний криза електроважмаш повертатися схема пшонки експерт,0,18054
робота уряд гончарук підтримувати українець опитування,0,12199
грузія звільнити міністр оборона,0,35542
російський найманець планувати вибух сума,0,32667
вбивство хашоггі норвегія викликати саудівський посол,0,21702
московський суд відмовити екс слідчий ск позов фсб,0,27677
прокуратура мати припинити замилювати око єспл псевдозаконністю теличенко,0,11707
цвк зареєструвати новий нардеп батьківщина белькової піти оператор гтс україна,0,17883
терорист днр визначити російський мова єдиний державний підконтрольний територія,0,14297
перемиря донбас доба зафіксувати обстріл український позиція,0,993
змавпований олімпійський логотип токіо заборонити,0,484
узбережжя кост рики оголосити зона лихо витік токсичний хімікат океан,0,38961
херсонщина людина загинути вибух граната,0,28827
зона ато намагатися провезти телефон модем міндобриво сбу,0,5317
бал поліція застрелити росіянин пограбувати обмінник,0,8795
італія заблокувати санкція росія північний потік змі,0,7036
не новий президент мусити зробити дуже дуже великий висновок яценюк,0,17867
екс беркутівець постати суд вересень,0,30156
росія екс слідчий подати суд фсб війна грузія,0,37896
луганщина терорист погрожуючи розстріл приймати присяга селянин вірність лнр,0,9178
ляшко примазався правий сектор вимагати позачергово зібрати рада,0,8143
резніков рф щорічно витрачати млрд окупований територія крим донбас,0,32472
польща одномоторний літак впасти приватний будинок відео,0,37683
начальник сізо пригрозити савченко годувати насильно,0,9831
фінляндія знайти новий мутація коронавірус,0,38542
палаючий нафтобаза київ бути газовий резервуар дснс,0,10918
розпуск тервиборчком одеса цвк сформувати новий склад комісія,0,32606
мінавіації єгипет не підтверджувати виявлення уламок,0,27386
кров випаруватися голова вибухнути загинути люда помпеях час виверження везувій,0,7857
дефіцит бюджет росія скласти млрд,0,23189
росія вимагати відкласти перехід техрегламент єс,0,32823
рівненський онкодиспансер людина виявити коронавірус,0,37848
кий жінка необережність наковтатися чадний газ загинути,0,36234
штаб квартира європа евакуювати лист анонім,0,40698
система рада не спрацювала час голосування відставка уряд самопоміч,0,13385
сніг україна укравтодор попередити мокрий дорога ожеледиця ускладнення рух,0,13531
пожежа інтер причетний співробітник канал шкіряк,0,5353
єврокомісія новий бюджет італія серйозно порушувати правило єс,0,23857
французький солдат загинути лавина альпи,0,30157
генасамблея оон підтримати російський резолюція боротьба неонацизм україна сша канада,0,4550
національний спілка журналіст засудити портнов тиск змі,0,29258
законопроект деокупація мати тис поправка більшість суперечливий луценко,0,6393
нардепамслугам рекомендувати день народження зеленський розповідати досягнення президент змі,0,9699
експеримент савченко погодитися допомогти бойовик відкрити посольство лднр кий,0,5669
росія підтягнути адміністративний кордон крим україна комплекс протиповітряний оборона,0,32982
суд змінити міра запобіжний захід марков,0,34109
росія оголосити нагорода млн інформація організатор теракт а,0,32962
банковий вимагати порошенко підписати демобілізація,0,27747
російський окупант крим руйнувати скеля ластівчин гніздом,0,32750
наступний акциз цигарка вирости,0,29160
український літак розбитися потрапляння птах двигун,0,39304
гпу викликати допит міністр петренко скарга екс регіонал люстрація,0,22714
росія фільм не дімон затримати директор фонд навальний,0,16498
порошенко розповісти російський зброя донбас,0,11359
бойовик зосередити обстріл маріупольський напрямок,0,20138
китай терміт зїсти захований фермер юань,0,36691
київ дзвонити вказувати телефонувати тремо слід арахамія силовик миколай,0,1644
корупція оборонка набу зареєструвати провадження,0,7742
гпу зареєструвати справа фінансування тероризм підстава відомість бенефіціар луценко,0,4770
рогозін погрожувати єс злий відповідь оборонний сфера,0,12201
померти французький мільярдер бенджамін ротшильд,0,31104
шулявський місто водій збити мотоцикліст втекти,0,20009
херсонщина чоловік виростити елітний конопля гривна,0,28850
італія нацгвардієць марк запросити увязнення,0,20802
коронавірус померти колишній єпископ уапц,0,21958
марін пен постати суд публікація фото звірство,0,8243
отруєння сурогатний алкоголь померти особа,0,21967
бойовик проводити націоналізація луганськ фотофакт,0,40820
знаття недоторканність скорик не останній депутат опоблок шкіряк,0,6858
бельгія зацвісти трупний квітка,0,14889
кп майорський закрити обстріл штаб оос,0,7758
час авіакатастрофа колумбія екіпаж не просити пасажир пристебнутися,0,30542
європа виявити перший хворий вірус,0,20636
ердоган звинуватив сша допомога терорист,0,5731
притулок харків лопата палиця вбити кошеня,0,37757
росія призупинити постачання нафта білорусь,0,33016
чернівецький лікарня жодний медик не виявити бажання вакцинуватися ода,0,16910
масовий обшук кримський татарин російський силовик підкидати заборонений предмет книга чубаров,0,8270
регламентний комітет рада поскаржитися набу лещенко,0,32459
французький видання вибачитися російський київ,0,17784
переплутати кущ кий водій збити насмерть пенсіонерка нести хмиз,0,10651
миколаївщина вигоріти га пшениця,0,9219
хабар посадити прикордонник,0,24462
коронавірус кількість новий випадок доба вперше перевищити,0,26345
обстріл марїнка загинути бійця батальйон дніпро,0,18035
євросоюз травень закрити кордон греція,0,23901
луценко анонсувати подання нардеп,0,26815
сбу штаб терорист донбас керувати російський генерал завізьон,0,33359
трамп назвати свій обовязок розібратися дія байден звільнення шокін,0,14544
спорудження сусідній висотка софія київський піти тріщина,0,40422
литва ввести квота іноземний працівник зростання міграція україна,0,26661
тернопільщина потягти зійти рейка злодій вкрасти частина колія,0,28727
ціна житло зростання новобудова вторинний ринок,0,17944
львівський область зійти рейка товарний поїзд,0,36952
радбез оон засудити черговий запуск балістичний ракета кндр,0,32388
час ато журналіст потрапити полон терорист,0,24465
стела закритий похоронний бюро сша виявити трупа немовля,0,38172
померти одна найвідоміший архітекторка світ,0,31113
останній гуманітарний конвой бойовик отримати поповнення боєприпас тимчук,0,6043
коронавірус україна доба виявити новий випадок,0,26239
іран корпус вартовий ісламський революція погрожувати сша жорсткий помста,0,7001
жовтий жилет заборонити протестувати нотр даму,0,419
порошенко звинуватити дбр тиск свобода слово,0,31292
захарченко створювати власний газета піар вибори днр,0,6526
бойовик порушувати перемиря донбас сила ато меркель,0,2880
клубок білка лікар довестися розплутувати заплутаний хвіст тваринка,0,25938
парє відкласти доповідь україна осінь,0,37532
слина бризкати зеленський розказувати ворог кулеба спрогнозувати реакція росія санкція медведчук,0,100
званий влада днр лнр треба домовлятися російський посередник,0,6927
тернопіль заборонити наспівувати кобзон лепса,0,38458
жовтень україна заборонити заїзд продуктовий вантаж крим,0,24153
росія прибрати звіт дані ймовірний вибух літак качинський змі,0,12690
закордонний преса присутній російський дезінформація україна ску,0,15210
лондон знести статуя майкл джексон скандальний фільм педофілія,0,36913
турист попереджати закарпаття зійти лавина,0,35068
затриманий вбивство сша мільярдер загрожувати смертний кара,0,24667
плотницький продовжувати керувати головоріз лнр,0,10904
стрілець беркуту маринченко тамтура повернутися київ адвокат,0,13864
голкіпер бойко оголосити бойкот журналіст,0,22612
влада туніс продовжити надзвичайний стан місяць,0,22190
росія починатися суд сенцов засідання відкритий,0,37968
наглядовий рада суспільний відтермінувала відставка аласанія,0,28944
ємець закликати нардеп ввести надзвичайний стан,0,23948
швеція введення миротворець донбас готовий розширити санкція росія,0,40598
рада скасувати закон савченко день сізо тюрма,0,12037
кіска доручити екс премєр фіцо cформувати уряд словаччина,0,25851
парасюк водійський право зупинити порушення пдр,0,30230
росія формувати гумконвой сирія,0,12737
ббп заявити команда саакашвілі могти фінансувати оточення янукович,0,14888
активність луганський бойовик зрости москаль,0,2225
трамп посваритися саудівський принцем,0,34881
столиця австралія оголосити надзвичайний ситуація лісовий пожежа,0,21149
протест білорусь мвс не назвати кількість затриманий,0,32031
цьогоріч українець загинути результат пожежа,0,40263
мережа оприлюднювати новий відео фото злітний смуга ростовський аеропорт авіакатастрофа,0,20924
марсіанський зонд надсилати знімок фальшивий вода вчений,0,8248
кремль прокоментувати рішення навальний стати президент росія,0,36797
заява росія мн бути ознака підробка росзмі,0,15227
кременчук зафіксувати перший смерть,0,15736
донеччина зафіксувати перший смерть коронавірус,0,28026
львівщина пяний поліцейський збити скутер загинути юнак,0,28344
сурков надіслати доброволець загострювати ситуація ато змі,0,14000
єс вимагати арбітраж сот російський мита автомобіль,0,23965
запоріжжя літак мау час посадка серйозно пошкодити шасі фюзеляж,0,35814
віце премєр розповісти україна відставати графіку асоціація єс,0,4236
людина скоїти самогубство київський метро,0,26887
онищенко красти згода найвищий керівництво соболєв,0,10362
пандемія коронавірус вооз закликати країна не послаблювати карантинний захід надто рано,0,30198
антидопінговий організація вимагати відсторонити росія олімпіада,0,19596
танкер зіткнутися берег бельгія,0,22986
коронавірус україна доба померти українець,0,26246
російський тюремник пообіцяти затримати навальний повернення рф,0,32770
крим згоріти автомобіль голова місцевий меджліс,0,36825
ляшко хотіти повернути смертний кара,0,26911
кий врізатися маршрутка,0,36062
територія днр лнр утворитися український офшор,0,9430
чимало школа тернопільщина повертатися дистанційний навчання,0,40474
геращенко хотіти заборонити горбачов вїзд україна євросоюз,0,22542
уряд росія пропонувати саджати хакер тюрма,0,39703
кий грип померти чоловік,0,36239
люда квадратний обличчя схильний агресія секс дослідження,0,8122
путін розповісти солодкий казочка невинність росія керченський протока,0,11927
російський майно україна мати негайно націоналізований ляшко,0,12304
україна підготує претензія росія відшкодування збиток окупація територія,0,39128
туреччина погрожувати затримати вступ північний македонія нато,0,35055
правий сектор відреагувати оголошення стойко розшук,0,1089
каха каладзе піти відставка піст віце премєр грузія,0,25526
одеса трирічний дитина загинути падіння шахта ліфта,0,21014
звільнення український бранець росія гра довга правозахисниця,0,6599
забагато фото мексиканський парк ввести податок селфі,0,24474
кий приміщення лотерея зарізати відвідувач,0,20875
бойовик обстрілювати позиція сила ато ввесь лінія зіткнення поранити військовий,0,2858
саакашвілі намагатися заробити одеський припортовий завод заступник директор опз,0,12882
венеція заборонити рух каяк каное гранд канал,0,35425
днр оголосити черговий хвиля примусовий мобілізація,0,3055
москва поліція затримувати бити активіст,0,37295
день нємцов росія запланувати хвилина немовчання,0,8782
сбу назвати фантазія росія затримання український шпигун,0,21136
напад активіст береза заявити втрачений доказ гучний справа,0,9653
україна коронавірус захворіти людина моз,0,3671
померти відомий український дизайнер одяг сергій єрмаков,0,31044
населений пункт досі залишатися світло,0,31133
єс міжнародній донор закликати україна відмовитися зелений тариф,0,5908
київ зіштовхнутися маршрутний автобус леговик загинути травмований,0,10759
херсонщина водій не впоратися керування влетіти канал загинути дітей дорослий,0,28833
земля загрожувати найнебезпечніший сонячний спалах х клас,0,25010
світовий банк мвф незадоволений проект пенсійний реформа змі,0,13105
конгрес сша зібратися показати реклама який купити росіянин,0,7571
вбивство син соболєв депутат дати млн інформація замовник,0,21698
дуже великий помилка трамп прокоментувати знищення американський безпілотник іран,0,23592
чоловік костюм вуличний музика відкрити вогонь перехожих середмісті мехіко,0,40510
довжелезний затор черга зупинка кий статися транспортний колапс закриття метро фото,0,23453
норвегія повідомити новий штам коронавірус,0,37477
бойовик почати штурмувати авдіївка змі,0,2881
україна ускладнення коронавірус померти другий дитина степанов,0,3579
рф ухвалити закон прийняття держслужба екс громадянин україна,0,16533
україна коронавірус заразитися людина інфікований померти,0,3645
метро токіо отруїтися людина,0,37141
киргизстан початися акція протест вибори парламент,0,20879
касько затримання мазур росія використовувати інтерпол,0,25498
урок граматика китай звільнити редактор відставка сі цзіньпін,0,17499
сша померти перший виконавець роль христос рок опера ісус христос суперзірка джефф фенхолт,0,16739
сирія армія асад авіаудар вбити керівник група повстанець,0,38101
гурт невдовзі розпастися,0,22943
долар подорожчав копійка,0,23470
прикарпаття згоріти майже річна церква,0,28568
сша закликати оон примусити росія виконувати мінськ,0,34318
україна зафіксувати другий смерть щеплення,0,21342
лавров розповісти говорити путін генасамблея оон,0,7924
росія збиратися ввести санкція сотня особа україна змі,0,12544
брейвік оскаржувати негуманний увязнення євросуд право людина,0,2955
кількість жертва вибух китай зрости людина,0,25758
хакер росія зізнатися втручання американський вибори завдання фсб,0,40068
туреччина готувати росія відповідь санкція змі,0,14677
виклик допит дбр спроба влада змусити мовчати зрив спецоперація захоплення вагнерівець бутусов,0,4030
мешканець франківщина перекрити дорога буковель,0,8419
хмельницький область вантажівка зіткнутися мікроавтобус загиблих,0,38680
мер ніцца назвати ялта частина росія звільнити,0,8379
київщина пенсіонерка спалити гектар поле дерево викурювати лисиця,0,28212
кий дорожний знак зупинка заборонити почати доповнювати табличка працювати евакуатор,0,15433
четвертий український дівчина зазнавати насилля дослідження,0,7482
бойовик втретє не пустити обсє широкиного,0,20089
росія чиновник хотіти відправляти поїздка економ клас,0,38009
росіянка айдар розповісти напасти ляшко,0,12803
територія києво печерський лавра виникнути пожежа відео,0,28710
вооз новий штам виявити країна європа,0,22283
плутон існувати суперземлі,0,24436
штаб бойовик обстріляли позиція підрозділ сила ато артилерія міномет гранатомет стрілецький зброя,0,18252
китай повінь зруйнувати тисяча будинок десятка загиблих,0,15673
мкс зламатися туалет російський частина станція,0,28417
кий парк знайти арсенал зброя,0,36117
поліція італія затримати джихадист погрожувати папа,0,11070
військо асад застосувати хімічний зброя помпео,0,4180
суд місто яремче оштрафувати жінка пост фейк коронавірус,0,34122
зявитися новий інформація українець знайти мертвий холодильний камера польща,0,6102
дбр прохання сбу перевіряти інформація замах білецький,0,22980
вчений звязати вищий освіта підвищений ризик рак мозок,0,22380
мзс росія вручити україна нота протест облитий лайном машина посольство,0,27278
прикодонники зловити річну жінка півсотня спідниця,0,31881
терорист завершити перегрупування військо донецьк майорський,0,34640
ердоган не відмовитися російський с погрожувати придбати,0,23763
рада ініціювати відставка луценко,0,37807
російський хакер атакувати аеропорт бориспіль,0,12417
росія замінити боїнг аеробус свій іл,0,12529
україна ціна бензин дизельний пальне підняти копійка,0,21483
нацбанк встановити офіційний курс грн долар,0,40945
ураган ерік домініка загинути людина,0,4281
нафтопереробний завод сша статися потужний вибух,0,28428
москва горіти будівля російський розвідка,0,37278
аксьонов оголосити крим режим військовий час віджимати бізнес,0,2204
прокремлівський хакер хелл звільнити перегляд порно вірус,0,11695
росія засудити активістка пост підтримка україна,0,37911
минулий доба кий виявити випадок зараження коронавірус медик кличко,0,6245
нацбанк ліквідувати банк хрещатик,0,9794
активіст висунути вимога засновник айдар,0,2214
україна призупинити членство інтерпол раз обрання президент росіянин аваков,0,17159
кременчук закрити район лікарня спалах медик,0,36776
дитина втопитися водойма україна доба,0,30155
вірус зік стати ліки боротьба рак мозок,0,22138
загострення ато доба вбити український боєць поранити,0,6363
російський гумконвой уж донецьк луганськ,0,12315
франція сша посилити атака ісламський держава теракт париж,0,17765
льовочкін не зявитися допит мвс,0,8113
янукович поплічник викрасти україна мільярд,0,41010
росія стверджувати агресія україна не порушення будапештський меморандум,0,16485
білорусь готовий взяти контроль українсько російський кордон ордло лукашенко,0,2586
свердловський російський військовий зробити братський могила шахта,0,3511
росія виселяти людина будівництво керченський місто,0,32832
блаттер вимагати повернути повноваження,0,20019
назк заявити голова укравтодор новак приховати тис грн укравтодор заперечити,0,9595
доба ато поранений український боєць,0,24346
пяний пенсіонерка вїхати вітрина магазин спиртний напій,0,30150
захарченко погрожувати захопити донецький місто повернути колишній назва,0,24679
сбу впіймати бойовик днр,0,13009
рада не захотіти підтримати реформа яценюк,0,32301
