text,sentiment,id
китай показати ядерний ракета здатний вдарити будь точка земля,0,7271
суд арештувати імовірний виконавець замах заступник голова одеський облрада,0,34042
у херсон масово ухилятися від призов,0,38674
росія вимагати від заблокувати реклама акція протест,0,32822
в україна молочний продукція бути фальсифікат асоціація виробник молоко,0,3546
піхота терорист намагатися прокрастися до семигіря,0,30685
новий санкція росія проти україна не мати ефект економіст,0,10091
з щур людина перестрибнути екзотичний штам гепатит,0,6090
рф запровадити дзеркальний санкція проти франція німеччина через отруєння навальний лавров,0,12830
у житель запоріжжя вилучити вражаючий арсенал зброя,0,35770
донбас вбити боєць оос поранити втрата окупант бойовик бмп,0,8898
лорак засвітитися обкладинка російський журнал закликати читати,0,26768
одещина дитина піти плавати саморобний пліт втопитися,0,9256
італія закрити найбільший в європа табір для мігрант,0,25317
смоленський катастрофа польща вимагати арешт російський авіадиспетчер,0,33759
президент клініка в зеленський здавати тест наркотик заявити про створення політсила,0,11514
луганщина через обстріл терорист поранити український військовий,0,28304
з ідеолог русского мира пропонувати держдумі розірвати договір про кордон з україна,0,10232
у столиця пяний автомобіліст знести електроопора,0,38196
як світ реагувати агресія росія у керченський протоці,0,40934
день перемога російськи другокласник закидати каміння вязень концтабір,0,23095
російський хакер атакувати сайт сирійський опозиція,0,32775
росія натякнути ескалація конфлікт україна відправити корабель в керченський протока,0,12604
релігійний лідер саудівський аравія закликати до джихад проти росія,0,32492
франківщина виявити арсенал зброя власник бувати донбас,0,28774
у сша через сніговий буря зіткнутися автівка десятка постраждалих,0,38427
київщина впасти легкомоторний літак людина дснс,0,9101
донбас загинути український військовий,0,27969
єс оскаржить перейменування проспект григоренко жуков в харко,0,416
дтп мільйон у росія врізатися у відбійник,0,23568
путінський гумконвой развязав рука терорист,0,11966
у південний корея розпочати процедура імпічмент президент,0,37607
мітингувальник в донецьк боятися захарченко милицях розстріляє,0,8657
в мінський створити малоросійський колегія іллєнко,0,14165
у англія приготували найдорожчий у світ сосиска,0,35177
іран призупинити виконання зобовязання за ядерний угода,0,25250
обвинувачений у побиття ветеран ато хотіти заплатити менше за завданий шкода,0,29714
померти актор фільм елемент,0,11143
через політичний криза електроважмаш повертатися схема пшонки експерт,0,18054
робота уряд гончарук підтримувати українець опитування,0,12199
у грузія звільнити міністр оборона,0,35542
російський найманець планувати вибух в сума,0,32667
вбивство хашоггі норвегія викликати саудівський посол,0,21702
московський суд відмовити екс слідчий ск у позов до фсб,0,27677
прокуратура мати припинити замилювати око єспл псевдозаконністю теличенко,0,11707
цвк зареєструвати новий нардеп від батьківщина замість белькової піти у оператор гтс україна,0,17883
терорист днр визначити російський мова єдиний державний підконтрольний територія,0,14297
перемиря донбас за доба зафіксувати обстріл український позиція,0,993
змавпований олімпійський логотип токіо заборонити,0,484
узбережжя кост рики оголосити зона лихо через витік токсичний хімікат в океан,0,38961
херсонщина людина загинути внаслідок вибух граната,0,28827
до зона ато намагатися провезти телефон модем міндобриво сбу,0,5317
бал поліція застрелити росіянин пограбувати обмінник,0,8795
італія заблокувати санкція проти росія через північний потік змі,0,7036
не новий президент мусити зробити дуже дуже великий висновок яценюк,0,17867
екс беркутівець постати суд у вересень,0,30156
у росія екс слідчий подати до суд фсб через війна з грузія,0,37896
луганщина терорист погрожуючи розстріл приймати присяга селянин вірність лнр,0,9178
ляшко примазався до правий сектор вимагати позачергово зібрати рада,0,8143
резніков рф щорічно витрачати млрд окупований територія крим донбас,0,32472
у польща одномоторний літак впасти приватний будинок відео,0,37683
начальник сізо пригрозити савченко годувати насильно,0,9831
у фінляндія знайти новий мутація коронавірус,0,38542
поблизу палаючий нафтобаза під київ бути газовий резервуар дснс,0,10918
розпуск тервиборчком в одеса цвк сформувати новий склад комісія,0,32606
мінавіації єгипет не підтверджувати виявлення уламок,0,27386
кров випаруватися а голова вибухнути як загинути люда в помпеях під час виверження везувій,0,7857
дефіцит бюджет росія скласти млрд,0,23189
росія вимагати відкласти перехід техрегламент єс,0,32823
у рівненський онкодиспансер у людина виявити коронавірус,0,37848
у кий жінка з необережність наковтатися чадний газ загинути,0,36234
штаб квартира у європа евакуювати через лист анонім,0,40698
система рада не спрацювала під час голосування за відставка уряд самопоміч,0,13385
сніг в україна укравтодор попередити про мокрий дорога ожеледиця ускладнення рух,0,13531
до пожежа інтер причетний співробітник канал шкіряк,0,5353
єврокомісія новий бюджет італія серйозно порушувати правило єс,0,23857
французький солдат загинути під лавина в альпи,0,30157
генасамблея оон підтримати російський резолюція про боротьба з неонацизм україна сша канада проти,0,4550
національний спілка журналіст засудити портнов за тиск змі,0,29258
законопроект про деокупація мати тис поправка більшість суперечливий луценко,0,6393
нардепамслугам рекомендувати у день народження зеленський розповідати про досягнення президент змі,0,9699
експеримент савченко погодитися допомогти бойовик відкрити посольство лднр в кий,0,5669
росія підтягнути до адміністративний кордон крим з україна комплекс протиповітряний оборона,0,32982
суд змінити міра запобіжний захід марков,0,34109
росія оголосити нагорода в млн за інформація про організатор теракт а,0,32962
банковий вимагати у порошенко підписати демобілізація,0,27747
російський окупант в крим руйнувати скеля під ластівчин гніздом,0,32750
наступний акциз цигарка вирости,0,29160
український літак розбитися через потрапляння птах у двигун,0,39304
гпу викликати допит міністр петренко через скарга екс регіонал люстрація,0,22714
у росія через фільм не дімон затримати директор фонд навальний,0,16498
порошенко розповісти російський зброя донбас,0,11359
бойовик зосередити обстріл маріупольський напрямок,0,20138
у китай терміт зїсти захований фермер юань,0,36691
з київ дзвонити вказувати телефонувати тремо слід арахамія силовик у миколай,0,1644
корупція в оборонка набу зареєструвати провадження,0,7742
гпу зареєструвати справа про фінансування тероризм підстава відомість про бенефіціар луценко,0,4770
рогозін погрожувати єс злий відповідь в оборонний сфера,0,12201
померти французький мільярдер бенджамін ротшильд,0,31104
біля шулявський місто водій збити мотоцикліст втекти,0,20009
херсонщина чоловік виростити елітний конопля гривна,0,28850
в італія для нацгвардієць марк запросити увязнення,0,20802
від коронавірус померти колишній єпископ уапц,0,21958
марін пен постати суд за публікація фото звірство,0,8243
від отруєння сурогатний алкоголь померти понад особа,0,21967
як бойовик проводити націоналізація в луганськ фотофакт,0,40820
знаття недоторканність скорик не останній для депутат опоблок шкіряк,0,6858
у бельгія зацвісти трупний квітка,0,14889
кп майорський закрити через обстріл штаб оос,0,7758
під час авіакатастрофа в колумбія екіпаж не просити пасажир пристебнутися,0,30542
в європа виявити перший хворий вірус,0,20636
ердоган звинуватив сша у допомога терорист,0,5731
у притулок харків лопата палиця вбити кошеня,0,37757
росія призупинити постачання нафта до білорусь,0,33016
у чернівецький лікарня жодний медик не виявити бажання вакцинуватися від ода,0,16910
масовий обшук у кримський татарин російський силовик підкидати заборонений предмет книга чубаров,0,8270
регламентний комітет рада поскаржитися набу лещенко,0,32459
французький видання вибачитися за російський київ,0,17784
переплутати з кущ у кий водій збити насмерть пенсіонерка нести хмиз,0,10651
миколаївщина вигоріти га пшениця,0,9219
за хабар посадити прикордонник,0,24462
коронавірус кількість новий випадок за доба вперше перевищити,0,26345
через обстріл марїнка загинути бійця батальйон дніпро,0,18035
євросоюз в травень закрити кордон з греція,0,23901
луценко анонсувати подання нардеп,0,26815
сбу штаб терорист донбас керувати російський генерал завізьон,0,33359
трамп назвати свій обовязок розібратися з дія байден звільнення шокін,0,14544
через спорудження сусідній висотка софія київський піти тріщина,0,40422
литва ввести квота іноземний працівник через зростання міграція з україна,0,26661
тернопільщина потягти зійти з рейка злодій вкрасти частина колія,0,28727
ціна житло зростання за у новобудова вторинний ринок,0,17944
у львівський область зійти з рейка товарний поїзд,0,36952
радбез оон засудити черговий запуск балістичний ракета в кндр,0,32388
за час ато понад журналіст потрапити у полон до терорист,0,24465
у стела закритий похоронний бюро у сша виявити трупа немовля,0,38172
померти одна з найвідоміший архітекторка світ,0,31113
з останній гуманітарний конвой бойовик отримати поповнення боєприпас тимчук,0,6043
коронавірус в україна за доба виявити новий випадок,0,26239
іран корпус вартовий ісламський революція погрожувати сша жорсткий помста,0,7001
жовтий жилет заборонити протестувати біля нотр даму,0,419
порошенко звинуватити дбр у тиск свобода слово,0,31292
захарченко створювати власний газета для піар вибори в днр,0,6526
бойовик порушувати перемиря донбас за сила ато меркель,0,2880
клубок з білка лікар довестися розплутувати заплутаний хвіст тваринка,0,25938
у парє відкласти доповідь україна до осінь,0,37532
слина бризкати зеленський розказувати ворог кулеба спрогнозувати реакція росія санкція проти медведчук,0,100
званий влада днр лнр треба домовлятися через російський посередник,0,6927
у тернопіль заборонити наспівувати кобзон лепса,0,38458
з жовтень україна заборонити заїзд продуктовий вантаж з крим,0,24153
росія прибрати звіт дані ймовірний вибух літак качинський змі,0,12690
у закордонний преса присутній російський дезінформація україна ску,0,15210
у лондон знести статуя майкл джексон через скандальний фільм про педофілія,0,36913
турист попереджати закарпаття зійти лавина,0,35068
затриманий за вбивство у сша мільярдер загрожувати смертний кара,0,24667
плотницький продовжувати керувати головоріз лнр,0,10904
стрілець з беркуту маринченко тамтура повернутися до київ адвокат,0,13864
голкіпер бойко оголосити бойкот журналіст,0,22612
влада туніс продовжити надзвичайний стан місяць,0,22190
у росія починатися суд над сенцов засідання відкритий,0,37968
наглядовий рада суспільний відтермінувала відставка аласанія,0,28944
ємець закликати нардеп ввести надзвичайний стан,0,23948
швеція за введення миротворець донбас готовий розширити санкція проти росія,0,40598
рада скасувати закон савченко про день в сізо за у тюрма,0,12037
кіска доручити екс премєр фіцо cформувати уряд словаччина,0,25851
парасюк без водійський право зупинити за порушення пдр,0,30230
росія формувати гумконвой для сирія,0,12737
у ббп заявити команда саакашвілі могти фінансувати з оточення янукович,0,14888
активність луганський бойовик зрости москаль,0,2225
трамп посваритися у з саудівський принцем,0,34881
в столиця австралія оголосити надзвичайний ситуація через лісовий пожежа,0,21149
протест у білорусь у мвс не назвати кількість затриманий,0,32031
цьогоріч українець загинути в результат пожежа,0,40263
в мережа оприлюднювати новий відео фото злітний смуга ростовський аеропорт авіакатастрофа,0,20924
марсіанський зонд з надсилати знімок фальшивий вода вчений,0,8248
у кремль прокоментувати рішення навальний стати президент росія,0,36797
у заява росія мн бути ознака підробка росзмі,0,15227
у кременчук зафіксувати перший смерть від,0,15736
донеччина зафіксувати перший смерть від коронавірус,0,28026
львівщина пяний поліцейський збити скутер загинути юнак,0,28344
сурков надіслати доброволець загострювати ситуація в ато змі,0,14000
єс вимагати арбітраж сот російський мита автомобіль,0,23965
у запоріжжя літак мау під час посадка серйозно пошкодити шасі фюзеляж,0,35814
віце премєр розповісти чому україна відставати від графіку асоціація з єс,0,4236
людина скоїти самогубство у київський метро,0,26887
онищенко красти згода найвищий керівництво соболєв,0,10362
пандемія коронавірус у вооз закликати країна не послаблювати карантинний захід надто рано,0,30198
антидопінговий організація вимагати відсторонити росія від олімпіада,0,19596
танкер зіткнутися біля берег бельгія,0,22986
коронавірус в україна за доба померти українець,0,26246
російський тюремник пообіцяти затримати навальний повернення до рф,0,32770
у крим згоріти автомобіль голова місцевий меджліс,0,36825
ляшко хотіти повернути смертний кара,0,26911
у кий врізатися в маршрутка,0,36062
територія днр лнр утворитися український офшор,0,9430
чимало школа тернопільщина повертатися до дистанційний навчання,0,40474
геращенко хотіти заборонити горбачов вїзд в україна євросоюз,0,22542
уряд росія пропонувати саджати хакер до тюрма,0,39703
у кий з від грип померти чоловік,0,36239
люда з квадратний обличчя схильний до агресія в секс дослідження,0,8122
путін розповісти солодкий казочка про невинність росія в керченський протока,0,11927
російський майно в україна мати негайно націоналізований ляшко,0,12304
україна підготує претензія до росія для відшкодування збиток за окупація територія,0,39128
туреччина погрожувати затримати вступ північний македонія в нато,0,35055
правий сектор відреагувати оголошення стойко у розшук,0,1089
каха каладзе піти у відставка з піст віце премєр грузія,0,25526
в одеса трирічний дитина загинути внаслідок падіння в шахта ліфта,0,21014
звільнення український бранець з росія гра в довга правозахисниця,0,6599
забагато фото у мексиканський парк ввести податок селфі,0,24474
в кий у приміщення лотерея зарізати відвідувач,0,20875
бойовик обстрілювати позиція сила ато ввесь лінія зіткнення поранити військовий,0,2858
саакашвілі намагатися заробити одеський припортовий завод заступник директор опз,0,12882
у венеція заборонити рух каяк каное гранд канал,0,35425
в днр оголосити черговий хвиля примусовий мобілізація,0,3055
у москва поліція затримувати бити активіст,0,37295
день нємцов у росія запланувати хвилина немовчання,0,8782
в сбу назвати фантазія росія затримання український шпигун,0,21136
напад активіст береза заявити про втрачений доказ у гучний справа,0,9653
в україна коронавірус захворіти людина моз,0,3671
померти відомий український дизайнер одяг сергій єрмаков,0,31044
понад населений пункт досі залишатися без світло,0,31133
єс міжнародній донор закликати україна відмовитися від зелений тариф,0,5908
під київ зіштовхнутися маршрутний автобус леговик загинути травмований,0,10759
херсонщина водій не впоратися з керування влетіти в канал загинути дітей дорослий,0,28833
земля загрожувати найнебезпечніший сонячний спалах х клас,0,25010
світовий банк мвф незадоволений проект пенсійний реформа змі,0,13105
конгрес сша зібратися показати реклама з який купити росіянин,0,7571
вбивство син соболєв депутат дати млн за інформація про замовник,0,21698
дуже великий помилка трамп прокоментувати знищення американський безпілотник іран,0,23592
чоловік в костюм вуличний музика відкрити вогонь перехожих у середмісті мехіко,0,40510
довжелезний затор черга зупинка у кий статися транспортний колапс через закриття метро фото,0,23453
у норвегія повідомити про новий штам коронавірус,0,37477
бойовик почати штурмувати авдіївка змі,0,2881
в україна від ускладнення коронавірус померти другий дитина степанов,0,3579
у рф ухвалити закон про прийняття держслужба екс громадянин україна,0,16533
в україна коронавірус заразитися людина інфікований померти,0,3645
у метро токіо отруїтися людина,0,37141
в киргизстан початися акція протест вибори до парламент,0,20879
касько про затримання мазур росія використовувати інтерпол,0,25498
урок граматика у китай звільнити редактор за відставка сі цзіньпін,0,17499
у сша померти перший виконавець роль христос в рок опера ісус христос суперзірка джефф фенхолт,0,16739
у сирія армія асад авіаудар вбити керівник група повстанець,0,38101
гурт невдовзі розпастися,0,22943
долар подорожчав копійка,0,23470
прикарпаття згоріти майже річна церква,0,28568
сша закликати оон примусити росія виконувати мінськ,0,34318
в україна зафіксувати другий смерть щеплення,0,21342
лавров розповісти про говорити путін генасамблея оон,0,7924
росія збиратися ввести санкція проти сотня особа з україна змі,0,12544
брейвік оскаржувати негуманний увязнення в євросуд з право людина,0,2955
кількість жертва вибух в китай зрости до людина,0,25758
хакер росія зізнатися у втручання в американський вибори завдання фсб,0,40068
туреччина готувати для росія відповідь санкція змі,0,14677
виклик допит в дбр спроба влада змусити мовчати про зрив спецоперація захоплення вагнерівець бутусов,0,4030
мешканець франківщина перекрити дорога буковель,0,8419
у хмельницький область вантажівка зіткнутися з мікроавтобус загиблих,0,38680
мер ніцца назвати ялта частина росія звільнити,0,8379
київщина пенсіонерка спалити гектар поле дерево викурювати лисиця,0,28212
у кий дорожний знак зупинка заборонити почати доповнювати табличка працювати евакуатор,0,15433
четвертий український дівчина зазнавати насилля дослідження,0,7482
бойовик втретє не пустити обсє до широкиного,0,20089
у росія чиновник хотіти відправляти у поїздка економ клас,0,38009
росіянка з айдар розповісти чому напасти ляшко,0,12803
територія києво печерський лавра виникнути пожежа відео,0,28710
вооз новий штам виявити у країна європа,0,22283
за плутон існувати суперземлі,0,24436
штаб бойовик обстріляли позиція підрозділ сила ато з артилерія міномет гранатомет стрілецький зброя,0,18252
у китай повінь зруйнувати тисяча будинок десятка загиблих,0,15673
мкс зламатися туалет у російський частина станція,0,28417
у кий в парк знайти арсенал зброя,0,36117
поліція італія затримати джихадист погрожувати папа,0,11070
військо асад застосувати хімічний зброя помпео,0,4180
суд місто яремче оштрафувати жінка за пост у з фейк про коронавірус,0,34122
зявитися новий інформація про українець знайти мертвий в холодильний камера в польща,0,6102
дбр прохання сбу перевіряти інформація про замах білецький,0,22980
вчений звязати вищий освіта підвищений ризик рак мозок,0,22380
мзс росія вручити україна нота протест через облитий лайном машина посольство,0,27278
прикодонники зловити річну жінка півсотня під спідниця,0,31881
терорист завершити перегрупування військо від донецьк до майорський,0,34640
ердоган не відмовитися від російський с погрожувати придбати,0,23763
у рада ініціювати відставка луценко,0,37807
російський хакер атакувати аеропорт бориспіль,0,12417
росія замінити боїнг аеробус свій іл,0,12529
в україна ціна бензин дизельний пальне підняти копійка,0,21483
у нацбанк встановити офіційний курс грн за долар,0,40945
внаслідок ураган ерік в домініка загинути людина,0,4281
нафтопереробний завод в сша статися потужний вибух,0,28428
у москва горіти будівля російський розвідка,0,37278
аксьонов оголосити у крим режим військовий час віджимати бізнес,0,2204
прокремлівський хакер хелл звільнити за перегляд порно з вірус,0,11695
у росія засудити активістка за пост підтримка україна,0,37911
за минулий доба у кий виявити випадок зараження коронавірус серед медик кличко,0,6245
нацбанк ліквідувати банк хрещатик,0,9794
